"고유번호","일련번호","도시계획사항 코드","도시계획사항 명칭","결정조서 일련번호","고시 일련번호","라벨","고시일자","X 좌표","Y 좌표"
"3885","준주거지역_4627","UQA130","준주거지역","","","준주거지역","","31336.89423","1351.180902"
"4207","준주거지역_4103","UQA130","준주거지역","","","준주거지역","","23803.73595","611.9736859"
"4386","제2종일반주거지역_00556","UQA122","제2종일반주거지역","","","제2종일반주거지역","","20603.59699","788.8019084"
"1","제2종일반주거지역_00685","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3135.052936","319.7731549"
"2","제3종일반주거지역_00561","UQA123","제3종일반주거지역","","","제3종일반주거지역","","3536.093153","276.6272566"
"3","제1종일반주거지역_00323","UQA121","제1종일반주거지역","","","제1종일반주거지역","","829.3743384","118.1731109"
"4","제1종일반주거지역_00979","UQA121","제1종일반주거지역","","","제1종일반주거지역","","991.5953547","138.9047122"
"5","제1종일반주거지역_00783","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1009.820898","126.3107948"
"6","제2종일반주거지역(7층이하)_00156","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","70.10956989","142.9399821"
"7","제2종일반주거지역_01454","UQA122","제2종일반주거지역","","","제2종일반주거지역","","5030.210628","315.9404238"
"8","제2종일반주거지역_01472","UQA122","제2종일반주거지역","","","제2종일반주거지역","","10985.57748","561.2880895"
"9","제1종일반주거지역_00758","UQA121","제1종일반주거지역","","","제1종일반주거지역","","800.7007522","310.7716629"
"10","제2종일반주거지역(7층이하)_00657","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","24778.4043","698.1205566"
"11","제3종일반주거지역_00151","UQA123","제3종일반주거지역","","","제3종일반주거지역","","3764.123897","277.1724502"
"12","제3종일반주거지역_2262","UQA123","제3종일반주거지역","104916","12000461","제3종일반주거지역","","4624.19231","495.7813634"
"13","제1종일반주거지역_00092","UQA121","제1종일반주거지역","","","제1종일반주거지역","","394.4197967","107.8376292"
"14","제2종일반주거지역_01388","UQA122","제2종일반주거지역","","","제2종일반주거지역","","341.1676804","98.39888167"
"15","제2종일반주거지역_01343","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3243.14404","235.1687172"
"16","제2종일반주거지역_00921","UQA122","제2종일반주거지역","","","제2종일반주거지역","","39423.00953","1150.642175"
"17","제1종일반주거지역_00975","UQA121","제1종일반주거지역","","","제1종일반주거지역","","945.4944653","127.2961343"
"18","제2종일반주거지역_01080","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3410.280058","243.0073703"
"19","제2종일반주거지역(7층이하)_00056","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","15139.29386","581.3633815"
"20","준주거지역_4578","UQA130","준주거지역","130004","8220","준주거지역","","18.84174101","32.72183777"
"21","제2종일반주거지역_00946","UQA122","제2종일반주거지역","","","제2종일반주거지역","","1156.8463","136.0670642"
"22","제1종일반주거지역_00615","UQA121","제1종일반주거지역","","","제1종일반주거지역","","135141.6821","2450.118576"
"23","제1종일반주거지역_00117","UQA121","제1종일반주거지역","","","제1종일반주거지역","","3756.317051","676.5126742"
"24","제2종일반주거지역_00801","UQA122","제2종일반주거지역","","","제2종일반주거지역","","14179.82849","631.7057308"
"25","제1종일반주거지역_00707","UQA121","제1종일반주거지역","","","제1종일반주거지역","","14719.27052","1476.576386"
"26","준주거지역_4463","UQA130","준주거지역","30065","1732","준주거지역","","40424.93467","1149.469758"
"27","제2종일반주거지역(7층이하)_00310","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","71487.49084","1290.661841"
"28","제1종일반주거지역_6345","UQA121","제1종일반주거지역","140961","11500988","제1종일반주거지역","","24732.59859","1173.216563"
"29","제2종일반주거지역_00307","UQA122","제2종일반주거지역","","","제2종일반주거지역","","52765.53362","1590.318099"
"30","제2종일반주거지역_00681","UQA122","제2종일반주거지역","","","제2종일반주거지역","","49420.74427","1856.040314"
"31","제1종일반주거지역_00508","UQA121","제1종일반주거지역","","","제1종일반주거지역","","3134.653038","985.4262439"
"32","제3종일반주거지역_00449","UQA123","제3종일반주거지역","","","제3종일반주거지역","","345899.4892","5105.60848"
"33","제2종일반주거지역_00394","UQA122","제2종일반주거지역","","","제2종일반주거지역","","6225.094585","397.8534423"
"34","제1종일반주거지역_00296","UQA121","제1종일반주거지역","","","제1종일반주거지역","","52729.5894","1467.705718"
"35","제2종일반주거지역_UQA12220110804172","UQA122","제2종일반주거지역","UQA12220110804172","58027620","제2종일반주거지역","20110714","14952.30108","1443.227306"
"36","제3종일반주거지역_00302","UQA123","제3종일반주거지역","","","제3종일반주거지역","","325924.1227","5899.888392"
"37","제2종일반주거지역(7층이하)_00400","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","646673.4782","5974.450598"
"38","제2종일반주거지역_00171","UQA122","제2종일반주거지역","","","제2종일반주거지역","","2573.573648","214.7630025"
"39","제1종일반주거지역_00922","UQA121","제1종일반주거지역","","","제1종일반주거지역","","17635.24295","645.1967867"
"40","제3종일반주거지역_00096","UQA123","제3종일반주거지역","","","제3종일반주거지역","","65999.30412","1327.646517"
"41","제2종일반주거지역(7층이하)_UQA12420090609952","UQA124","제2종일반주거지역(7층이하)","UQA12420090609952","58015868","제2종일반주거지역(7층이하)","","36605.07164","876.6733438"
"42","제1종일반주거지역_00506","UQA121","제1종일반주거지역","","","제1종일반주거지역","","6155.72266","521.6498849"
"43","제2종일반주거지역(7층이하)_00094","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","268510.2263","4717.271338"
"44","제3종일반주거지역_00674","UQA123","제3종일반주거지역","","","제3종일반주거지역","","58.83345783","514.425759"
"45","제2종일반주거지역_01330","UQA122","제2종일반주거지역","","","제2종일반주거지역","","4219.190995","289.7825805"
"46","제3종일반주거지역_00435","UQA123","제3종일반주거지역","","","제3종일반주거지역","","8202.257837","515.1939048"
"47","제2종일반주거지역(7층이하)_00224","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","42037.54504","1714.499132"
"48","제2종일반주거지역_00656","UQA122","제2종일반주거지역","","","제2종일반주거지역","","29754.47972","1040.013234"
"49","제2종일반주거지역_01380","UQA122","제2종일반주거지역","","","제2종일반주거지역","","28002.20453","1052.651296"
"50","준주거지역_32272","UQA130","준주거지역","32272","4256","준주거지역","19961118","0.59564098","22.11446763"
"51","제2종일반주거지역_00016","UQA122","제2종일반주거지역","","","제2종일반주거지역","","23157.76975","909.7649364"
"52","제1종일반주거지역_00193","UQA121","제1종일반주거지역","","","제1종일반주거지역","","53704.67179","2593.790863"
"53","제1종일반주거지역_00436","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1499.470185","158.2120634"
"54","제2종일반주거지역_00391","UQA122","제2종일반주거지역","","","제2종일반주거지역","","15293.67427","603.132214"
"55","제3종일반주거지역_UQA12320091217002","UQA123","제3종일반주거지역","UQA12320091217002","58019829","제3종일반주거지역","","159825.6899","2620.495346"
"56","제2종일반주거지역(7층이하)_00752","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","53904.57526","1348.34904"
"57","제1종일반주거지역_01209","UQA121","제1종일반주거지역","","","제1종일반주거지역","","2523.782354","204.9404387"
"58","제2종일반주거지역_01488","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3767.935723","281.0877574"
"59","제1종일반주거지역_00976","UQA121","제1종일반주거지역","","","제1종일반주거지역","","862.0434391","120.0828981"
"60","제2종일반주거지역(7층이하)_00413","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","7737.615254","348.3712851"
"61","제2종일반주거지역_00756","UQA122","제2종일반주거지역","","","제2종일반주거지역","","64678.42375","1199.750521"
"62","제2종일반주거지역(7층이하)_00284","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","27234.09663","1037.994176"
"63","제2종일반주거지역(7층이하)_00482","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","9331.549991","557.4084523"
"64","제2종일반주거지역_00120","UQA122","제2종일반주거지역","","","제2종일반주거지역","","98485.66562","1950.670465"
"65","제3종일반주거지역_00630","UQA123","제3종일반주거지역","","","제3종일반주거지역","","5843.220357","373.4068772"
"66","제2종일반주거지역_00650","UQA122","제2종일반주거지역","","","제2종일반주거지역","","12261.23112","952.2133236"
"67","준주거지역_UQA13020100513347","UQA130","준주거지역","UQA13020100513347","58022051","준주거지역","20100422","68250.15992","2196.957659"
"68","제1종일반주거지역_00656","UQA121","제1종일반주거지역","","","제1종일반주거지역","","8908.05255","570.1035126"
"69","제1종일반주거지역_00632","UQA121","제1종일반주거지역","","","제1종일반주거지역","","3789.695746","914.4683891"
"70","제3종일반주거지역_00338","UQA123","제3종일반주거지역","","","제3종일반주거지역","","95873.16473","2478.805821"
"71","제2종일반주거지역_00511","UQA122","제2종일반주거지역","","","제2종일반주거지역","","6820.112386","371.5484358"
"72","준주거지역_4816","UQA130","준주거지역","","","준주거지역","","25839.92158","728.7409104"
"73","제2종일반주거지역_00302","UQA122","제2종일반주거지역","","","제2종일반주거지역","","8006.912633","737.8493374"
"74","준주거지역_4837","UQA130","준주거지역","","","준주거지역","","10335.73214","919.3776544"
"75","제2종일반주거지역(7층이하)_00435","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","212702.8357","5356.059488"
"76","제2종일반주거지역_00944","UQA122","제2종일반주거지역","","","제2종일반주거지역","","13292.00458","452.9166689"
"77","제1종전용주거지역_31","UQA111","제1종전용주거지역","","","제1종전용주거지역","","123872.3057","3233.216388"
"78","제1종전용주거지역_78","UQA111","제1종전용주거지역","","","제1종전용주거지역","","53642.90431","1925.087572"
"79","제2종일반주거지역(7층이하)_00234","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","148676.6887","2200.644086"
"80","제2종일반주거지역_UQA12220100610414","UQA122","제2종일반주거지역","UQA12220100610414","58022751","제2종일반주거지역","20100520","55608.97793","2127.13572"
"81","제2종일반주거지역_UQA12220090625968","UQA122","제2종일반주거지역","UQA12220090625968","58016249","제2종일반주거지역","","63867.98598","1898.853293"
"82","제2종일반주거지역_01081","UQA122","제2종일반주거지역","","","제2종일반주거지역","","12358.30443","475.079819"
"83","제2종일반주거지역_00677","UQA122","제2종일반주거지역","","","제2종일반주거지역","","202547.261","3581.529754"
"84","제2종일반주거지역(7층이하)_00956","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","12813.66151","461.2564608"
"85","제2종일반주거지역_00852","UQA122","제2종일반주거지역","","","제2종일반주거지역","","13288.15759","484.5532425"
"86","제3종일반주거지역_00331","UQA123","제3종일반주거지역","","","제3종일반주거지역","","147030.2352","2483.149713"
"87","제2종일반주거지역(7층이하)_00747","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","180145.7022","2084.28356"
"88","제3종일반주거지역_00474","UQA123","제3종일반주거지역","","","제3종일반주거지역","","6714.781315","379.6640453"
"89","제2종일반주거지역_01162","UQA122","제2종일반주거지역","","","제2종일반주거지역","","25025.83332","982.8696349"
"90","제3종일반주거지역_00779","UQA123","제3종일반주거지역","","","제3종일반주거지역","","680.0502439","2103.036294"
"91","제1종일반주거지역_00375","UQA121","제1종일반주거지역","","","제1종일반주거지역","","28667.74642","1607.909481"
"92","제2종일반주거지역(7층이하)_00759","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","457279.776","6461.63378"
"93","제2종일반주거지역_01105","UQA122","제2종일반주거지역","","","제2종일반주거지역","","158703.1893","4870.663571"
"94","제1종일반주거지역_00977","UQA121","제1종일반주거지역","","","제1종일반주거지역","","114627.7094","2656.093178"
"95","제2종일반주거지역_00731","UQA122","제2종일반주거지역","","","제2종일반주거지역","","29086.84081","1127.506709"
"96","제2종일반주거지역_00548","UQA122","제2종일반주거지역","","","제2종일반주거지역","","17514.01833","538.4915143"
"97","제2종일반주거지역(7층이하)_01013","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","228725.5379","4364.759543"
"98","제1종일반주거지역_00196","UQA121","제1종일반주거지역","","","제1종일반주거지역","","27575.95599","1944.474562"
"99","제1종일반주거지역_00580","UQA121","제1종일반주거지역","","","제1종일반주거지역","","489304.9151","6426.596665"
"100","제2종일반주거지역(7층이하)_00572","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","137958.7298","2688.436949"
"101","제3종일반주거지역_00530","UQA123","제3종일반주거지역","","","제3종일반주거지역","","10036.64446","1624.190397"
"102","제2종일반주거지역_00161","UQA122","제2종일반주거지역","","","제2종일반주거지역","","16979.53268","944.8776948"
"103","제3종일반주거지역_00421","UQA123","제3종일반주거지역","","","제3종일반주거지역","","209762.091","5374.286213"
"104","제1종일반주거지역_00003","UQA121","제1종일반주거지역","","","제1종일반주거지역","","90707.84538","3996.697051"
"105","제2종일반주거지역_01274","UQA122","제2종일반주거지역","","","제2종일반주거지역","","85671.05062","1733.996376"
"106","제2종일반주거지역(7층이하)_UQA12420101214583","UQA124","제2종일반주거지역(7층이하)","UQA12420101214583","58023654","제2종일반주거지역(7층이하)","20100722","49277.3633","1214.553817"
"107","제2종일반주거지역(7층이하)_00346","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","368677.1259","3742.543429"
"108","제2종일반주거지역_00881","UQA122","제2종일반주거지역","","","제2종일반주거지역","","7793.638534","521.4547932"
"109","제3종일반주거지역_00278","UQA123","제3종일반주거지역","","","제3종일반주거지역","","16024.97727","578.9507455"
"110","제2종일반주거지역(7층이하)_00794","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","15627.0614","2199.723414"
"111","제2종일반주거지역(7층이하)_00336","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","50216.12104","1043.247603"
"112","제1종일반주거지역_00261","UQA121","제1종일반주거지역","","","제1종일반주거지역","","55868.03268","1615.269042"
"113","제2종일반주거지역_UQA12220100609410","UQA122","제2종일반주거지역","UQA12220100609410","58022693","제2종일반주거지역","20100603","16202.39645","618.1543991"
"114","제2종일반주거지역_00361","UQA122","제2종일반주거지역","","","제2종일반주거지역","","0.08376302","94.47477395"
"115","제3종일반주거지역_1718","UQA123","제3종일반주거지역","116536","11200469","제3종일반주거지역","","9792.066688","491.9310014"
"116","제2종일반주거지역(7층이하)_00797","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","45803.09042","2895.378783"
"117","제3종일반주거지역_00661","UQA123","제3종일반주거지역","","","제3종일반주거지역","","7.49272091","20.53357455"
"118","제3종일반주거지역_00572","UQA123","제3종일반주거지역","","","제3종일반주거지역","","12789.64432","521.3313497"
"119","제2종일반주거지역_01088","UQA122","제2종일반주거지역","","","제2종일반주거지역","","5172.030971","390.5951759"
"120","제2종일반주거지역_01187","UQA122","제2종일반주거지역","","","제2종일반주거지역","","14741.14528","510.15955"
"121","제3종일반주거지역_00127","UQA123","제3종일반주거지역","","","제3종일반주거지역","","20721.78544","758.1271571"
"122","제2종일반주거지역_UQA12220081030747","UQA122","제2종일반주거지역","UQA12220081030747","58010958","제2종일반주거지역","","13979.04273","594.3442841"
"123","제2종일반주거지역(7층이하)_00276","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","109001.2762","2042.542914"
"124","제2종일반주거지역_UQA12220171204223","UQA122","제2종일반주거지역","UQA12220171204223","58039633","제2종일반주거지역(12층)","20170119","138118.2467","3374.796181"
"125","제2종일반주거지역_00524","UQA122","제2종일반주거지역","","","제2종일반주거지역","","8739.094855","371.2118975"
"126","제3종일반주거지역_00129","UQA123","제3종일반주거지역","","","제3종일반주거지역","","10653.13571","719.5316373"
"127","제1종일반주거지역_00232","UQA121","제1종일반주거지역","","","제1종일반주거지역","","989.3636838","128.227443"
"128","제2종일반주거지역_01173","UQA122","제2종일반주거지역","","","제2종일반주거지역","","90097.42016","2114.827814"
"129","제2종일반주거지역_00136","UQA122","제2종일반주거지역","","","제2종일반주거지역","","2848.536172","319.8557924"
"130","제2종일반주거지역_00271","UQA122","제2종일반주거지역","","","제2종일반주거지역","","5172.174822","431.1180576"
"131","제2종일반주거지역_00347","UQA122","제2종일반주거지역","","","제2종일반주거지역","","47946.0364","1231.340751"
"132","제2종일반주거지역(7층이하)_00953","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","16539.68287","620.6332976"
"133","제3종일반주거지역_00621","UQA123","제3종일반주거지역","","","제3종일반주거지역","","9982.839623","576.582487"
"134","준주거지역_UQA13020171116082","UQA130","준주거지역","UQA13020171116082","58039552","준주거지역","20170525","24602.02964","765.1036532"
"135","제2종일반주거지역_UQA12220171101940","UQA122","제2종일반주거지역","UQA12220171101940","58039498","제2종일반주거지역","20170629","1298901.755","21578.76985"
"136","준주거지역_UQA13020171024858","UQA130","준주거지역","UQA13020171024858","58039456","준주거지역","20170728","397.1103908","122.1338481"
"137","제1종일반주거지역_00546","UQA121","제1종일반주거지역","","","제1종일반주거지역","","224.6966601","58.90511757"
"138","제2종일반주거지역(7층이하)_00607","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","53029.69002","1130.806678"
"139","제1종일반주거지역_00871","UQA121","제1종일반주거지역","","","제1종일반주거지역","","983.87846","122.9127176"
"140","제1종일반주거지역_01169","UQA121","제1종일반주거지역","","","제1종일반주거지역","","4753.551727","332.1733309"
"141","제2종일반주거지역(7층이하)_00929","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","91615.25342","1740.787696"
"142","제2종일반주거지역_00315","UQA122","제2종일반주거지역","","","제2종일반주거지역","","7622.034982","406.6519009"
"143","제2종일반주거지역(7층이하)_00493","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","5968.865991","345.4185211"
"144","제2종일반주거지역_00352","UQA122","제2종일반주거지역","","","제2종일반주거지역","","34875.21915","963.3169823"
"145","제1종일반주거지역_00904","UQA121","제1종일반주거지역","","","제1종일반주거지역","","429420.4159","3803.198459"
"146","제1종일반주거지역_00001","UQA121","제1종일반주거지역","","","제1종일반주거지역","","21382.95077","1209.968857"
"147","제2종일반주거지역(7층이하)_00512","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","199360.6779","2641.634723"
"148","제1종일반주거지역_UQA12120110831201","UQA121","제1종일반주거지역","UQA12120110831201","58027696","1종일반주거","20110421","69111.53224","3131.688101"
"149","제3종일반주거지역_00132","UQA123","제3종일반주거지역","","","제3종일반주거지역","","19830.10613","1284.788384"
"150","제1종일반주거지역_UQA12120110114645","UQA121","제1종일반주거지역","UQA12120110114645","58026252","제1종일반주거지역","20101223","52187.75929","1240.072778"
"151","제1종일반주거지역_00157","UQA121","제1종일반주거지역","","","제1종일반주거지역","","936.8501488","122.9703517"
"152","준주거지역_4410","UQA130","준주거지역","30069","1732","준주거지역","","18339.39789","713.5119958"
"153","제2종일반주거지역(7층이하)_00173","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","5773.355524","543.660296"
"154","제2종일반주거지역(7층이하)_00158","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","153556.6113","2846.247002"
"155","제3종일반주거지역_00354","UQA123","제3종일반주거지역","","","제3종일반주거지역","","612944.7625","10562.30123"
"156","제1종일반주거지역_5810","UQA121","제1종일반주거지역","100904","11000048","제1종일반주거지역","","665.6698479","108.4024393"
"157","제3종일반주거지역_00687","UQA123","제3종일반주거지역","","","제3종일반주거지역","","0.29342152","15.82306558"
"158","제3종일반주거지역_00036","UQA123","제3종일반주거지역","","","제3종일반주거지역","","4880.739449","655.4205547"
"159","제2종일반주거지역_00111","UQA122","제2종일반주거지역","","","제2종일반주거지역","","27360.2859","734.0685758"
"160","제2종일반주거지역(7층이하)_00024","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","24306.06569","646.7687644"
"161","제2종일반주거지역(7층이하)_00379","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","6385.176646","328.9780212"
"162","제2종일반주거지역_00718","UQA122","제2종일반주거지역","","","제2종일반주거지역","","19526.27077","732.5419561"
"163","제2종일반주거지역(7층이하)_00836","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","868621.7989","7774.573634"
"164","제2종일반주거지역(7층이하)_00822","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","153.3775884","87.51603392"
"165","제3종일반주거지역_UQA12320100421296","UQA123","제3종일반주거지역","UQA12320100421296","58021751","제3종일반주거지역","20100415","1970.48002","209.1643882"
"166","제2종일반주거지역_01391","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3.80278623","10.96394343"
"167","제2종일반주거지역_00794","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3153.714807","262.6216394"
"168","제1종일반주거지역_UQA12120091208003","UQA121","제1종일반주거지역","UQA12120091208003","58011609","제1종일반주거지역","","6921.146413","446.785946"
"169","제2종일반주거지역(7층이하)_00942","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","51080.41442","1135.01773"
"170","제1종일반주거지역_00569","UQA121","제1종일반주거지역","","","제1종일반주거지역","","910.8916651","180.2095856"
"171","준주거지역_4750","UQA130","준주거지역","","","준주거지역","","13325.02095","492.8059834"
"172","제1종일반주거지역_00058","UQA121","제1종일반주거지역","","","제1종일반주거지역","","418.7119262","100.4000869"
"173","제2종일반주거지역(7층이하)_00176","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","267.1619243","81.23204479"
"174","제2종일반주거지역(7층이하)_00001","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","1851.811489","195.4093319"
"175","제2종일반주거지역_01498","UQA122","제2종일반주거지역","","","제2종일반주거지역","","31006.25346","910.8118542"
"176","제2종일반주거지역(7층이하)_00504","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","33854.59535","916.7088527"
"177","제3종일반주거지역_00291","UQA123","제3종일반주거지역","","","제3종일반주거지역","","23316.67269","764.0605685"
"178","제3종일반주거지역_00342","UQA123","제3종일반주거지역","","","제3종일반주거지역","","36572.52926","1222.004808"
"179","제3종일반주거지역_00413","UQA123","제3종일반주거지역","","","제3종일반주거지역","","11228.44836","594.8773246"
"180","제1종일반주거지역_01002","UQA121","제1종일반주거지역","","","제1종일반주거지역","","52566.7386","2270.786895"
"181","제3종일반주거지역_00680","UQA123","제3종일반주거지역","","","제3종일반주거지역","","151.2792289","628.2314777"
"182","제2종일반주거지역(7층이하)_00653","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","61565.07193","1104.541422"
"183","제1종일반주거지역_00377","UQA121","제1종일반주거지역","","","제1종일반주거지역","","19745.54279","1139.233287"
"184","제1종일반주거지역_00367","UQA121","제1종일반주거지역","","","제1종일반주거지역","","20617.87398","694.3997913"
"185","제1종일반주거지역_00545","UQA121","제1종일반주거지역","","","제1종일반주거지역","","3941.817924","362.5915265"
"186","제1종일반주거지역_00142","UQA121","제1종일반주거지역","","","제1종일반주거지역","","998.9222816","124.8963843"
"187","제1종일반주거지역_00560","UQA121","제1종일반주거지역","","","제1종일반주거지역","","91.48895528","62.17946898"
"188","제2종일반주거지역_00292","UQA122","제2종일반주거지역","","","제2종일반주거지역","","40.96331584","26.91943342"
"189","제2종일반주거지역_01432","UQA122","제2종일반주거지역","","","제2종일반주거지역","","265283.0526","11041.55502"
"190","제2종일반주거지역(7층이하)_00946","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","102286.2653","1754.646244"
"191","제1종일반주거지역_00729","UQA121","제1종일반주거지역","","","제1종일반주거지역","","5250.671572","448.098024"
"192","제2종일반주거지역_00798","UQA122","제2종일반주거지역","","","제2종일반주거지역","","7181.776474","358.4664889"
"193","제1종일반주거지역_00693","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1000.973914","127.2543371"
"194","제2종일반주거지역(7층이하)_00058","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","1592.527915","182.9182618"
"195","제2종일반주거지역_UQA12220120510801","UQA122","제2종일반주거지역","UQA12220120510801","58028996","제2종일반주거지역","20120119","5146.481631","330.3506628"
"196","제1종일반주거지역_00507","UQA121","제1종일반주거지역","","","제1종일반주거지역","","7.95246966","15.25563202"
"197","제2종일반주거지역(7층이하)_00527","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","4074.999627","489.9446029"
"198","제2종일반주거지역_01367","UQA122","제2종일반주거지역","","","제2종일반주거지역","","46.19580619","106.354599"
"199","제1종일반주거지역_00259","UQA121","제1종일반주거지역","","","제1종일반주거지역","","58163.88803","1116.174996"
"200","제1종일반주거지역_00775","UQA121","제1종일반주거지역","","","제1종일반주거지역","","4811.782588","422.7091776"
"201","제2종일반주거지역_00760","UQA122","제2종일반주거지역","","","제2종일반주거지역","","125380.3535","3083.728595"
"202","제1종일반주거지역_01122","UQA121","제1종일반주거지역","","","제1종일반주거지역","","918.7532359","228.9764798"
"203","제1종일반주거지역_00302","UQA121","제1종일반주거지역","","","제1종일반주거지역","","6875.389298","649.4055453"
"204","제1종일반주거지역_00238","UQA121","제1종일반주거지역","","","제1종일반주거지역","","993.7213738","124.443584"
"205","제1종일반주거지역_00466","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1613.766878","165.0355926"
"206","제1종일반주거지역_00356","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1124.473448","142.6377086"
"207","제2종일반주거지역_00767","UQA122","제2종일반주거지역","","","제2종일반주거지역","","1902.83987","399.7642275"
"208","제1종일반주거지역_00517","UQA121","제1종일반주거지역","","","제1종일반주거지역","","27960.35805","703.1673913"
"209","제2종일반주거지역_00410","UQA122","제2종일반주거지역","","","제2종일반주거지역","","222.8423741","123.6244605"
"210","제2종일반주거지역(7층이하)_00510","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","82980.02811","1850.739918"
"211","제3종일반주거지역_00231","UQA123","제3종일반주거지역","","","제3종일반주거지역","","29558.2285","2018.492755"
"212","제2종일반주거지역(7층이하)_00425","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","4833.457535","697.634273"
"213","제2종일반주거지역(7층이하)_00282","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","41027.04137","877.7528369"
"214","제2종일반주거지역_00992","UQA122","제2종일반주거지역","","","제2종일반주거지역","","4987.107583","274.6848042"
"215","제3종일반주거지역_00577","UQA123","제3종일반주거지역","","","제3종일반주거지역","","264261.9394","8151.841531"
"216","제2종일반주거지역_00703","UQA122","제2종일반주거지역","","","제2종일반주거지역","","10473.34098","537.9509512"
"217","제1종일반주거지역_00352","UQA121","제1종일반주거지역","","","제1종일반주거지역","","3276.969065","284.2850977"
"218","제1종일반주거지역_00778","UQA121","제1종일반주거지역","","","제1종일반주거지역","","993.0846438","124.7219599"
"219","제1종일반주거지역_00066","UQA124","제1종일반주거지역","","","제1종일반주거지역","","0.00958255","1.398527493"
"220","제3종일반주거지역_00301","UQA123","제3종일반주거지역","","","제3종일반주거지역","","14514.27683","521.6849299"
"221","제3종일반주거지역_00542","UQA123","제3종일반주거지역","","","제3종일반주거지역","","61129.02819","1111.328468"
"222","제2종일반주거지역_01466","UQA122","제2종일반주거지역","","","제2종일반주거지역","","8614.811723","371.7233859"
