"고유번호","일련번호","도시계획사항 코드","도시계획사항 명칭","결정조서 일련번호","고시 일련번호","라벨","고시일자","X 좌표","Y 좌표"
"1055","제1종일반주거지역_UQA12120111122441","UQA121","제1종일반주거지역","UQA12120111122441","58028049","제1종일반주거지역","20110929","15416.76803","1650.104996"
"1056","제1종일반주거지역_01222","UQA121","제1종일반주거지역","","","제1종일반주거지역","","322653.4897","3884.869656"
"1057","제2종일반주거지역_00987","UQA122","제2종일반주거지역","","","제2종일반주거지역","","5423.540968","363.505763"
"1058","제2종일반주거지역(7층이하)_00840","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","202964.3945","3222.269723"
"1059","제3종일반주거지역_00433","UQA123","제3종일반주거지역","","","제3종일반주거지역","","61106.44633","1877.199001"
"1061","제2종일반주거지역_UQA12220091217009","UQA122","제2종일반주거지역","UQA12220091217009","58017127","제2종일반주거지역","","67100.79974","1752.348633"
"1062","제3종일반주거지역_00039","UQA123","제3종일반주거지역","","","제3종일반주거지역","","66813.80577","1334.366431"
"1063","제3종일반주거지역_00610","UQA123","제3종일반주거지역","","","제3종일반주거지역","","62917.63582","2100.002837"
"1064","제1종전용주거지역_90","UQA111","제1종전용주거지역","","","제1종전용주거지역","","137893.2042","2683.950214"
"1065","제3종일반주거지역_UQA12320180831751","UQA123","제3종일반주거지역","UQA12320180831751","58042212","제3종일반주거지역","20171130","200398.9734","5141.873041"
"1066","제3종일반주거지역_UQA12320171130179","UQA123","제3종일반주거지역","UQA12320171130179","58039605","3종일반주거지역","20161222","263421.8068","2816.003208"
"1067","준주거지역_UQA13020130627547","UQA130","준주거지역","UQA13020130627547","58031401","준주거지역","20130103","102316.8756","2017.585128"
"1068","제2종일반주거지역(7층이하)_UQA12420180620554","UQA124","제2종일반주거지역(7층이하)","UQA12420180620554","58041532","제2종(7층)일반주거지역","20180419","2753.377187","663.6767351"
"1069","제3종일반주거지역_UQA12320180620556","UQA123","제3종일반주거지역","UQA12320180620556","58041532","제3종일반주거지역","20180419","28950.36202","885.7944282"
"1070","제1종일반주거지역_UQA12120180723625","UQA121","제1종일반주거지역","UQA12120180723625","58041834","제1종일반주거지역","20180628","48106.6412","3989.227172"
"1071","제3종일반주거지역_UQA12320180723627","UQA123","제3종일반주거지역","UQA12320180723627","58041834","제3종일반주거지역","20180628","382604.7124","7456.296204"
"1072","제2종일반주거지역(7층이하)_UQA12420180730632","UQA124","제2종일반주거지역(7층이하)","UQA12420180730632","58041857","제2종일반주거지역(7층)","20180719","2247.004179","486.5978962"
"1073","제2종일반주거지역(7층이하)_UQA12420180803654","UQA124","제2종일반주거지역(7층이하)","UQA12420180803654","58041877","제2종일반주거지역(7층이하)","20180208","16880.16853","770.3197067"
"1074","제3종일반주거지역_UQA12320180802650","UQA123","제3종일반주거지역","UQA12320180802650","58041873","제3종일반주거지역","20180802","61392.19052","2495.923166"
"1075","제3종일반주거지역_00122","UQA123","제3종일반주거지역","","","제3종일반주거지역","","348432.636","4837.461926"
"1076","제3종일반주거지역_00261","UQA123","제3종일반주거지역","","","제3종일반주거지역","","20926.31837","1280.081606"
"1077","제2종일반주거지역_00698","UQA122","제2종일반주거지역","","","제2종일반주거지역","","6377.250926","871.9120765"
"1078","제2종일반주거지역(7층이하)_00073","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","148856.2344","3142.728699"
"1079","제2종일반주거지역_01005","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3164.897257","316.353249"
"1080","제2종일반주거지역(7층이하)_00096","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","32367.88808","1277.264701"
"1081","준주거지역_4834","UQA130","준주거지역","","","준주거지역","","6997.620235","1141.365015"
"1082","제3종일반주거지역_UQA12320100507320","UQA123","제3종일반주거지역","UQA12320100507320","58022151","제3종일반주거지역","20100427","222710.6891","4612.189795"
"1083","제1종전용주거지역_48","UQA111","제1종전용주거지역","105922","12000894","제1종전용주거지역","","84564.42849","1546.277317"
"1084","제2종일반주거지역_01496","UQA122","제2종일반주거지역","","","제2종일반주거지역","","46004.69206","1175.637568"
"1085","제2종일반주거지역(7층이하)_00155","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","38737.09281","2481.819875"
"1086","제1종일반주거지역_00906","UQA121","제1종일반주거지역","","","제1종일반주거지역","","24206.93857","1348.866767"
"1087","제2종일반주거지역_00701","UQA122","제2종일반주거지역","","","제2종일반주거지역","","39359.41033","1421.921213"
"1088","제2종일반주거지역(7층이하)_UQA12420180802648","UQA124","제2종일반주거지역(7층이하)","UQA12420180802648","58041873","제2종일반주거지역(7층)","20180802","101554.6099","5052.180973"
"1089","제2종일반주거지역_UQA12220180730634","UQA122","제2종일반주거지역","UQA12220180730634","58041857","제2종일반주거지역","20180719","35121.74892","1229.127088"
"1090","제1종일반주거지역_UQA12120180802652","UQA121","제1종일반주거지역","UQA12120180802652","58041873","제1종일반주거지역","20180802","152984.4822","3726.447238"
"1091","제2종일반주거지역_UQA12220180803656","UQA122","제2종일반주거지역","UQA12220180803656","58041877","제2종일반주거지역","20180208","18865.51177","1074.986345"
"1092","제3종일반주거지역_UQA12320180730636","UQA123","제3종일반주거지역","UQA12320180730636","58041857","제3종일반주거지역","20180719","75495.65711","1624.28389"
"1093","제2종일반주거지역_UQA12220180914799","UQA122","제2종일반주거지역","UQA12220180914799","58042412","제2종일반주거지역","20180802","136677.2206","3096.320035"
"1094","제2종일반주거지역_UQA12220181012985","UQA122","제2종일반주거지역","UQA12220181012985","58042733","제2종일반주거지역(12층이하)","20180920","17758.69491","700.0046866"
"1095","제1종일반주거지역_UQA12120180914801","UQA121","제1종일반주거지역","UQA12120180914801","58042412","제1종일반주거지역","20180802","55665.70167","2482.468215"
"1096","제3종일반주거지역_UQA12320180920819","UQA123","제3종일반주거지역","UQA12320180920819","58042472","제3종일반주거지역","20171116","14593.4246","878.8821175"
"1097","제2종일반주거지역(7층이하)_00985","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","128417.943","3436.73424"
"1098","제2종일반주거지역(7층이하)_00741","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","167953.7614","3180.742012"
"1099","제3종일반주거지역_00390","UQA123","제3종일반주거지역","","","제3종일반주거지역","","107261.6534","2663.701098"
"1100","제3종일반주거지역_00066","UQA123","제3종일반주거지역","","","제3종일반주거지역","","18433.97497","1379.793407"
"1101","제3종일반주거지역_00084","UQA123","제3종일반주거지역","","","제3종일반주거지역","","227151.1662","2677.703473"
"1102","제3종일반주거지역_00733","UQA123","제3종일반주거지역","","","제3종일반주거지역","","13.11284123","225.8510184"
"1103","준주거지역_4741","UQA130","준주거지역","32925","1863","준주거지역","","24274.12567","878.453763"
"1104","제3종일반주거지역_00187","UQA123","제3종일반주거지역","","","제3종일반주거지역","","13865.50034","1230.234552"
"1105","제2종일반주거지역_01225","UQA122","제2종일반주거지역","","","제2종일반주거지역","","72515.35745","2170.795979"
"1106","제1종일반주거지역_00666","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1485.364234","228.3393905"
"1107","제1종일반주거지역_00278","UQA121","제1종일반주거지역","","","제1종일반주거지역","","71.60409782","77.10264321"
"1108","제2종일반주거지역_01255","UQA122","제2종일반주거지역","","","제2종일반주거지역","","7649.675241","596.4202875"
"1109","제2종일반주거지역_00073","UQA122","제2종일반주거지역","","","제2종일반주거지역","","10.62242379","15.69201767"
"1110","제2종일반주거지역_00077","UQA122","제2종일반주거지역","","","제2종일반주거지역","","6577.665951","326.4464401"
"1111","제3종일반주거지역_00059","UQA123","제3종일반주거지역","","","제3종일반주거지역","","0.008926355","1.599522043"
"1112","제1종일반주거지역_01238","UQA121","제1종일반주거지역","","","제1종일반주거지역","","956.9068333","127.1165899"
"1113","제2종일반주거지역_00501","UQA122","제2종일반주거지역","","","제2종일반주거지역","","22370.73695","787.3066649"
"1114","제2종일반주거지역(7층이하)_00046","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","13986.74062","712.590318"
"1115","제2종일반주거지역_UQA12220070305466","UQA122","제2종일반주거지역","UQA12220070305466","58002068","제2종일반주거지역","","53612.56769","1066.343542"
"1116","준주거지역_4233","UQA130","준주거지역","","","준주거지역","","2264.411599","565.5314043"
"1117","제2종일반주거지역_00453","UQA122","제2종일반주거지역","","","제2종일반주거지역","","25.55097215","42.55575295"
"1118","제1종일반주거지역_00837","UQA121","제1종일반주거지역","","","제1종일반주거지역","","2493.066059","220.2456264"
"1119","제1종일반주거지역_01048","UQA121","제1종일반주거지역","","","제1종일반주거지역","","979.9906136","124.6790069"
"1120","제2종일반주거지역_00676","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3775.64471","248.3415612"
"1121","제2종일반주거지역_00970","UQA122","제2종일반주거지역","","","제2종일반주거지역","","2950.169414","251.2801219"
"1122","제3종일반주거지역_UQA12320181126186","UQA123","제3종일반주거지역","UQA12320181126186","58043372","제3종일반주거지역","20171123","96811.04597","3609.277204"
"1123","제2종일반주거지역(7층이하)_UQA12420181128220","UQA124","제2종일반주거지역(7층이하)","UQA12420181128220","58043492","제2종일반주거지역(7층)","20180419","18262.08516","1719.687928"
"1124","제2종일반주거지역(7층이하)_UQA12420181128222","UQA124","제2종일반주거지역(7층이하)","UQA12420181128222","58043492","제2종일반주거지역(7층)","20180419","34765.58493","2048.209547"
"1125","준주거지역_UQA13020181127202","UQA130","준주거지역","UQA13020181127202","58043396","준주거지역","20181011","2557.180542","229.393616"
"1126","준주거지역_UQA13020180831753","UQA130","준주거지역","UQA13020180831753","58042212","준주거지역","20171130","6877.831434","401.6198229"
"1127","제2종일반주거지역(7층이하)_UQA12420181129224","UQA124","제2종일반주거지역(7층이하)","UQA12420181129224","58043512","제2종일반주거지역(7층)","20181115","10805.03627","1073.043668"
"1128","제3종일반주거지역_UQA12320181128214","UQA123","제3종일반주거지역","UQA12320181128214","58043455","제3종일반주거지역","20180927","202.4856176","113.561687"
"1129","준주거지역_UQA13020181126196","UQA130","준주거지역","UQA13020181126196","58043375","준주거지역","20180719","1900.224743","174.971805"
"1130","제3종일반주거지역_UQA12320181127210","UQA123","제3종일반주거지역","UQA12320181127210","58043412","제3종일반주거지역","20180706","19715.42599","599.9155498"
"1131","제2종일반주거지역_UQA12220181205241","UQA122","제2종일반주거지역","UQA12220181205241","58043613","제2종일반주거지역","20181121","49385.62044","1643.149399"
"1132","제3종일반주거지역_UQA12320181206244","UQA123","제3종일반주거지역","UQA12320181206244","58043754","제3종일반주거지역","20181228","63412.48584","1307.85255"
"1133","제2종일반주거지역_UQA12220181129226","UQA122","제2종일반주거지역","UQA12220181129226","58043512","제2종일반주거지역","20181115","45470.58331","1228.101597"
"1134","제2종일반주거지역_UQA12220181204233","UQA122","제2종일반주거지역","UQA12220181204233","58043592","제2종일반주거지역","20181106","359373.4585","6414.474209"
"1135","제3종일반주거지역_UQA12320181128216","UQA123","제3종일반주거지역","UQA12320181128216","58043472","제3종일반주거지역","20181018","44364.25334","1129.291802"
"1136","제3종일반주거지역_UQA12320130805598","UQA123","제3종일반주거지역","UQA12320130805598","58043412","제3종일반주거지역","20180706","19715.42599","599.9155498"
"1137","제2종일반주거지역(7층이하)_UQA12420181207251","UQA124","제2종일반주거지역(7층이하)","UQA12420181207251","58043912","제2종일반주거지역(7층)","20171026","22314.73949","773.6179009"
"1138","제2종일반주거지역_UQA12220180619534","UQA122","제2종일반주거지역","UQA12220180619534","58041493","제2종일반주거지역","","104317.5349","1669.741722"
"1139","제3종일반주거지역_UQA12320180619536","UQA123","제3종일반주거지역","UQA12320180619536","58041493","제3종일반주거지역","","337.7226572","236.1290024"
"1140","제2종일반주거지역_UQA12220090203900","UQA122","제2종일반주거지역","UQA12220090203900","58012887","제2종일반주거지역","","12766.08765","984.6560306"
"1141","제1종일반주거지역_00861","UQA121","제1종일반주거지역","","","제1종일반주거지역","","2364.023534","197.3104618"
"1142","제2종일반주거지역_01106","UQA122","제2종일반주거지역","","","제2종일반주거지역","","21785.97239","703.707438"
"1143","제3종일반주거지역_00639","UQA123","제3종일반주거지역","","","제3종일반주거지역","","144846.9172","4655.648089"
"1144","제1종전용주거지역_UQA11120120131598","UQA111","제1종전용주거지역","UQA11120120131598","58028374","제1종전용주거지역","20111201","123570.3876","2257.375878"
"1145","제1종일반주거지역_00544","UQA121","제1종일반주거지역","","","제1종일반주거지역","","2517.715612","227.5904835"
"1146","제2종일반주거지역_UQA12220170809715","UQA122","제2종일반주거지역","UQA12220170809715","58039072","제2종일반주거지역","20170518","60704.6039","1231.285301"
"1147","제2종일반주거지역_01033","UQA122","제2종일반주거지역","","","제2종일반주거지역","","15340.66246","615.9574201"
"1148","준주거지역_4833","UQA130","준주거지역","","","준주거지역","","1777.253771","169.8717684"
"1149","제2종일반주거지역(7층이하)_01008","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","20.13029293","46.76554688"
"1150","제2종일반주거지역(7층이하)_00616","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","56.51391658","57.60069918"
"1151","제1종일반주거지역_00074","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1623.013228","171.8005091"
"1152","제1종일반주거지역_00514","UQA121","제1종일반주거지역","","","제1종일반주거지역","","12718.15434","456.8594762"
"1153","제1종일반주거지역_00273","UQA121","제1종일반주거지역","","","제1종일반주거지역","","37.03962258","31.15288118"
"1154","제2종일반주거지역_01481","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3257.655295","247.0463518"
"1155","제1종일반주거지역_00741","UQA121","제1종일반주거지역","","","제1종일반주거지역","","3873.175642","437.2023346"
"1156","제1종일반주거지역_00958","UQA121","제1종일반주거지역","","","제1종일반주거지역","","924.4447019","122.8012482"
"1157","제2종일반주거지역_00564","UQA122","제2종일반주거지역","","","제2종일반주거지역","","6156.720158","426.1062276"
"1158","제1종일반주거지역_01184","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1092.729409","157.993651"
"1159","제2종일반주거지역(7층이하)_00386","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","66280.11774","3214.751091"
"1160","제2종일반주거지역_00374","UQA122","제2종일반주거지역","","","제2종일반주거지역","","35283.16377","987.2975091"
"1161","제2종일반주거지역_00965","UQA122","제2종일반주거지역","","","제2종일반주거지역","","7792.018179","459.8124177"
"1162","제3종일반주거지역_00207","UQA123","제3종일반주거지역","","","제3종일반주거지역","","19663.27658","1307.133204"
"1163","제2종일반주거지역(7층이하)_UQA12420180619542","UQA124","제2종일반주거지역(7층이하)","UQA12420180619542","58041494","제2종일반주거지역(7층)","","155404.4185","5945.991186"
"1164","제2종일반주거지역(7층이하)_UQA12420180619544","UQA124","제2종일반주거지역(7층이하)","UQA12420180619544","58041495","제2종일반주거지역(7층)","","150576.3016","5606.858104"
"1165","제2종일반주거지역_UQA12220180619546","UQA122","제2종일반주거지역","UQA12220180619546","58041495","제2종일반주거지역","","414556.4145","7603.628956"
"1166","제3종일반주거지역_UQA12320180619548","UQA123","제3종일반주거지역","UQA12320180619548","58041495","제3종일반주거지역","","74591.76675","3227.832328"
"1167","제2종일반주거지역(7층이하)_UQA12420180605484","UQA124","제2종일반주거지역(7층이하)","UQA12420180605484","58041272","제2종일반주거지역(7층 이하)","20180517","30238.02111","1239.029074"
"1168","제2종일반주거지역_UQA12220180419372","UQA122","제2종일반주거지역","UQA12220180419372","58040332","제2종일반주거지역","20171026","87275.05961","1803.188233"
"1169","제1종일반주거지역_00358","UQA121","제1종일반주거지역","","","제1종일반주거지역","","29115.7828","1808.473414"
"1170","제2종일반주거지역_00187","UQA122","제2종일반주거지역","","","제2종일반주거지역","","49750.22853","1503.482651"
"1171","제2종일반주거지역(7층이하)_00001","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","34453.81636","936.4202901"
"1172","제2종일반주거지역_00982","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3622.192859","254.6369804"
"1173","제1종일반주거지역_00717","UQA121","제1종일반주거지역","","","제1종일반주거지역","","994.1419248","130.2513444"
"1174","제1종일반주거지역_00726","UQA121","제1종일반주거지역","","","제1종일반주거지역","","153.0030564","43.90460438"
"1175","제2종일반주거지역_00002","UQA122","제2종일반주거지역","","","제2종일반주거지역","","13672.40864","626.2288808"
"1176","준주거지역_4020","UQA130","준주거지역","","","준주거지역","","2523.759479","232.4247705"
"1177","제1종일반주거지역_00674","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1089.842418","146.7261903"
"1178","제2종일반주거지역_00502","UQA122","제2종일반주거지역","","","제2종일반주거지역","","5013.126701","378.5667235"
"1179","제1종일반주거지역_00458","UQA121","제1종일반주거지역","","","제1종일반주거지역","","31263.10987","777.9282337"
"1180","제1종일반주거지역_00670","UQA121","제1종일반주거지역","","","제1종일반주거지역","","2025.559846","208.299264"
"1181","제2종일반주거지역(7층이하)_00369","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","40789.20272","1223.203242"
"1182","제2종일반주거지역(7층이하)_00874","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","12366.16798","481.6685632"
"1183","제2종일반주거지역(7층이하)_00928","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","13965.60238","472.9700369"
"1184","제3종일반주거지역_00519","UQA123","제3종일반주거지역","","","제3종일반주거지역","","9938.522056","418.7260368"
"1185","제1종일반주거지역_UQA12120100408263","UQA121","제1종일반주거지역","UQA12120100408263","58021411","제1종일반주거지역","20100121","879183.5416","7809.632514"
"1186","제2종일반주거지역_00705","UQA122","제2종일반주거지역","","","제2종일반주거지역","","42135.04438","1013.568907"
"1187","제2종일반주거지역_00071","UQA122","제2종일반주거지역","","","제2종일반주거지역","","1038.219598","153.8480542"
"1188","제1종일반주거지역_01069","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1527.523799","155.8485797"
"1189","제3종일반주거지역_00424","UQA123","제3종일반주거지역","","","제3종일반주거지역","","336165.8626","7878.450745"
"1190","제2종일반주거지역(7층이하)_00802","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","550.1080422","166.2426649"
"1191","제2종일반주거지역_00861","UQA122","제2종일반주거지역","","","제2종일반주거지역","","7723.037631","524.6010015"
"1192","제3종일반주거지역_00485","UQA123","제3종일반주거지역","","","제3종일반주거지역","","9182.107139","395.9741529"
"1193","제1종일반주거지역_00930","UQA121","제1종일반주거지역","","","제1종일반주거지역","","523.3956131","90.31737862"
"1194","제1종일반주거지역_00387","UQA121","제1종일반주거지역","","","제1종일반주거지역","","30620.28816","1183.504645"
"1195","제1종일반주거지역_00083","UQA121","제1종일반주거지역","","","제1종일반주거지역","","15379.34033","736.1085093"
"1196","제1종일반주거지역_00534","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1098.203711","271.9265129"
"1197","제2종일반주거지역_01344","UQA122","제2종일반주거지역","","","제2종일반주거지역","","3062.480576","222.2553855"
"1198","제3종일반주거지역_00550","UQA123","제3종일반주거지역","","","제3종일반주거지역","","2487.632549","198.8012118"
"1199","제1종일반주거지역_00176","UQA121","제1종일반주거지역","","","제1종일반주거지역","","296110.619","4294.919341"
"1200","제2종일반주거지역(7층이하)_00746","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","171550.2729","6605.914019"
"1201","제3종일반주거지역_UQA12320141204588","UQA123","제3종일반주거지역","UQA12320141204588","58034014","제3종일반주거지역","20140508","778210.5914","10673.28509"
"1202","준주거지역_UQA13020141128510","UQA130","준주거지역","UQA13020141128510","58033980","준주거지역","20140313","72533.40063","3081.585882"
"1203","준주거지역_UQA13020170928809","UQA130","준주거지역","UQA13020170928809","58039400","준주거지역","20170626","224916.5708","3772.830087"
"1204","제1종일반주거지역_UQA12120170411481","UQA121","제1종일반주거지역","UQA12120170411481","58038372","제1종일반주거지역","20091001","48775.74117","1499.145439"
"1205","제1종일반주거지역_UQA12120180619538","UQA121","제1종일반주거지역","UQA12120180619538","58041493","제1종일반주거지역","20180208","10138.52296","807.1470792"
"1206","제2종일반주거지역(7층이하)_UQA12420180619540","UQA124","제2종일반주거지역(7층이하)","UQA12420180619540","58041493","제2종일반주거지역(7층이하)","20180208","3384.377394","293.7171821"
"1207","준주거지역_UQA13020180910785","UQA130","준주거지역","UQA13020180910785","58042312","준주거지역","20180424","50339.77002","1706.849394"
"1208","제3종일반주거지역_UQA12320180912795","UQA123","제3종일반주거지역","UQA12320180912795","58042352","제3종일반주거지역","20180329","10013.83432","424.0917855"
"1209","제1종일반주거지역_UQA12120180907773","UQA121","제1종일반주거지역","UQA12120180907773","58042274","제1종일반주거지역","20180118","50176.81101","1012.391877"
"1210","제2종일반주거지역_UQA12220180907767","UQA122","제2종일반주거지역","UQA12220180907767","58042274","제2종일반주거지역(12층)","20180118","7169.684695","1034.007593"
"1211","준주거지역_UQA13020180906763","UQA130","준주거지역","UQA13020180906763","58042233","준주거지역","20171019","9678.157601","475.9405498"
"1212","제1종일반주거지역_UQA12120180910781","UQA121","제1종일반주거지역","UQA12120180910781","58042312","제1종일반주거지역","20180424","1003.810381","127.803865"
"1213","제1종일반주거지역_00796","UQA121","제1종일반주거지역","","","제1종일반주거지역","","2366.037481","215.7599513"
"1214","제1종일반주거지역_00849","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1563.121961","169.8802842"
"1215","제2종일반주거지역_01089","UQA122","제2종일반주거지역","","","제2종일반주거지역","","4131.860897","282.9008791"
"1216","제1종일반주거지역_00756","UQA121","제1종일반주거지역","","","제1종일반주거지역","","3154.581104","251.2991987"
"1217","제2종일반주거지역_00004","UQA122","제2종일반주거지역","","","제2종일반주거지역","","382.3818545","93.05828979"
"1218","제2종일반주거지역_00260","UQA122","제2종일반주거지역","","","제2종일반주거지역","","171.2032951","61.42749576"
"1219","제2종일반주거지역_00791","UQA122","제2종일반주거지역","","","제2종일반주거지역","","13563.28908","506.3004887"
"1220","제1종일반주거지역_00444","UQA121","제1종일반주거지역","","","제1종일반주거지역","","102.3259369","44.397934"
"1221","제1종일반주거지역_01070","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1511.390608","152.2469199"
"1222","제3종일반주거지역_00112","UQA123","제3종일반주거지역","","","제3종일반주거지역","","4153.757546","264.8541879"
"1223","제3종일반주거지역_00062","UQA123","제3종일반주거지역","","","제3종일반주거지역","","1277.673097","145.5825928"
"1224","제3종일반주거지역_00217","UQA123","제3종일반주거지역","","","제3종일반주거지역","","296.3070619","109.6432502"
"1225","준주거지역_4345","UQA130","준주거지역","","","준주거지역","","56072.66962","2032.123989"
"1226","제2종일반주거지역_00672","UQA122","제2종일반주거지역","","","제2종일반주거지역","","63874.75133","1928.095046"
"1227","제1종일반주거지역_00633","UQA121","제1종일반주거지역","","","제1종일반주거지역","","416613.0914","12064.69747"
"1228","제2종일반주거지역_00314","UQA122","제2종일반주거지역","","","제2종일반주거지역","","11549.84698","536.1068493"
"1229","제2종일반주거지역(7층이하)_00788","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","1154.525153","206.8166328"
"1230","제1종일반주거지역_00481","UQA121","제1종일반주거지역","","","제1종일반주거지역","","12419.92674","458.5184943"
"1231","제3종일반주거지역_00584","UQA123","제3종일반주거지역","","","제3종일반주거지역","","752603.6063","12490.93543"
"1232","제2종일반주거지역(7층이하)_00711","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","2577.050723","212.8869257"
"1233","제2종일반주거지역(7층이하)_00038","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","21551.00809","589.2025326"
"1234","제1종일반주거지역_00280","UQA121","제1종일반주거지역","","","제1종일반주거지역","","68.83524308","51.89193906"
"1235","제2종일반주거지역_00899","UQA122","제2종일반주거지역","","","제2종일반주거지역","","62.9800056","62.79214092"
"1236","제2종일반주거지역_00633","UQA122","제2종일반주거지역","","","제2종일반주거지역","","13465.66738","550.4462504"
"1237","제1종일반주거지역_00512","UQA121","제1종일반주거지역","","","제1종일반주거지역","","20829.7231","1136.309157"
"1238","제2종일반주거지역(7층이하)_00135","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","473.0190124","118.9301537"
"1239","제2종일반주거지역(7층이하)_00992","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","15226.11413","506.0577558"
"1240","제2종일반주거지역_00926","UQA122","제2종일반주거지역","","","제2종일반주거지역","","24581.51952","1469.229363"
"1241","준주거지역_UQA13020120418725","UQA130","준주거지역","UQA13020120418725","58028856","준주거지역","20120126","3604.765467","335.7619607"
"1242","제1종일반주거지역_01228","UQA121","제1종일반주거지역","","","제1종일반주거지역","","992.0096509","125.9941915"
"1243","제1종일반주거지역_00226","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1004.320379","136.8540306"
"1244","제1종일반주거지역_00531","UQA121","제1종일반주거지역","","","제1종일반주거지역","","254.8654104","68.08300198"
"1245","제3종일반주거지역_UQA12320180116248","UQA123","제3종일반주거지역","UQA12320180116248","58039714","제3종일반주거지역","20171123","777.2387536","112.6894919"
"1246","제2종일반주거지역(7층이하)_00952","UQA124","제2종일반주거지역(7층이하)","","","제2종일반주거지역(7층이하)","","9881.685531","467.7469036"
"1247","제3종일반주거지역_00300","UQA123","제3종일반주거지역","","","제3종일반주거지역","","0.05234322","37.07316309"
"1248","제3종일반주거지역_UQA12320091218001","UQA123","제3종일반주거지역","UQA12320091218001","58012887","제3종일반주거지역","","0.10154383","68.44288124"
"1249","제2종일반주거지역_00850","UQA122","제2종일반주거지역","","","제2종일반주거지역","","7845.637897","401.9576374"
"1250","제2종일반주거지역_00408","UQA122","제2종일반주거지역","","","제2종일반주거지역","","0.01130362","13.33609521"
"1251","제2종일반주거지역_00309","UQA122","제2종일반주거지역","","","제2종일반주거지역","","8991.297931","618.4296726"
"1252","제2종일반주거지역_01056","UQA122","제2종일반주거지역","","","제2종일반주거지역","","25481.28304","745.5418156"
"1253","준주거지역_4324","UQA130","준주거지역","","","준주거지역","","10828.39246","447.057475"
"1254","제1종일반주거지역_00773","UQA121","제1종일반주거지역","","","제1종일반주거지역","","1006.198836","126.598421"
"1255","준주거지역_UQA13020091109007","UQA130","준주거지역","UQA13020091109007","58011825","준주거지역","","8799.331403","385.194243"
"1256","제1종일반주거지역_00723","UQA121","제1종일반주거지역","","","제1종일반주거지역","","945.8430478","126.3973592"
"1257","준주거지역_UQA13020180907777","UQA130","준주거지역","UQA13020180907777","58042275","준주거지역","20180517","203273.2717","5771.385669"
"1258","제2종일반주거지역_UQA12220180912797","UQA122","제2종일반주거지역","UQA12220180912797","58042352","제2종일반주거지역","20180329","21322.91603","582.6796545"
"1259","제2종일반주거지역_UQA12220180910783","UQA122","제2종일반주거지역","UQA12220180910783","58042312","제2종일반주거지역","20180424","36879.19288","1474.493541"
"1260","준주거지역_UQA13020180906765","UQA130","준주거지역","UQA13020180906765","58042233","준주거지역","20171019","148101.2895","5180.853621"
"1261","제3종일반주거지역_UQA12320180910779","UQA123","제3종일반주거지역","UQA12320180910779","58042312","제3종일반주거지역","20180424","202732.1243","2636.149994"
"1262","제2종일반주거지역_UQA12220170927793","UQA122","제2종일반주거지역","UQA12220170927793","58039398","제2종일반주거지역","20161110","199243.5447","3714.049056"
"1263","제3종일반주거지역_UQA12320170927795","UQA123","제3종일반주거지역","UQA12320170927795","58039398","제3종일반주거지역","20161110","94699.83127","2239.631293"
